,university,career,inscription_date,first_name,last_name,gender,age,postal_code,location,email
939,UNIVERSIDAD DE FLORES,LICENCIATURA EN CIENCIAS AMBIENTALES,2020-10-25,,TYLER PECK,M,1951-01-13,6341,,RACHEL35@GMAIL.COM
940,UNIVERSIDAD DE FLORES,MEDICINA,2020-11-14,,PATRICIA WELCH,F,1968-07-21,5421,,JASON87@GMAIL.COM
941,UNIVERSIDAD DE FLORES,AGRONOMÍA,2020-10-19,,DARREN BENNETT,M,1988-10-20,2728,,SBOOKER@YAHOO.COM
942,UNIVERSIDAD DE FLORES,DISEÑO DE IMAGEN Y SONIDO,2020-09-23,,DARLENE PHILLIPS,F,1935-06-27,4176,,ERICKSONALAN@HOTMAIL.COM
943,UNIVERSIDAD DE FLORES,CONTADOR PÚBLICO ,2020-12-20,,FAITH RODGERS,F,1936-08-19,3197,,OMOORE@GMAIL.COM
944,UNIVERSIDAD DE FLORES,LICENCIATURA EN CIENCIAS ANTROPOLÓGICAS,2020-10-12,,VALERIE MEDINA,F,2002-08-04,7106,,XWOOD@HOTMAIL.COM
945,UNIVERSIDAD DE FLORES,CIENCIAS VETERINARIAS,2021-01-08,,TONYA YOUNG,F,1978-08-08,3222,,JOSEPHLOPEZ@YAHOO.COM
946,UNIVERSIDAD DE FLORES,LICENCIATURA EN CIENCIAS ANTROPOLÓGICAS,2021-01-18,,TIM SMITH,M,1929-08-08,4186,,WRIGHTMICHAEL@HOTMAIL.COM
947,UNIVERSIDAD DE FLORES,INGENIERÍA ELECTRÓNICA,2020-10-18,,AMY ADAMS,F,2006-05-18,6530,,RAYMONDPEREZ@YAHOO.COM
948,UNIVERSIDAD DE FLORES,LICENCIATURA EN ARTES,2021-01-31,,CHELSEA BROWN,F,1954-04-23,3197,,XWATSON@YAHOO.COM
949,UNIVERSIDAD DE FLORES,LICENCIATURA EN CIENCIAS BIOLÓGICAS,2021-01-17,,ANGEL DODSON,M,1918-04-08,5613,,JOHNSONJESSICA@GMAIL.COM
950,UNIVERSIDAD DE FLORES,AGRONOMÍA,2020-10-23,,MINDY YOUNG,F,1997-12-17,7111,,KEVIN53@YAHOO.COM
951,UNIVERSIDAD DE FLORES,INGENIERÍA MECÁNICA,2020-11-30,,MONICA THOMPSON,F,1989-11-09,7203,,CASSIE56@HOTMAIL.COM
952,UNIVERSIDAD DE FLORES,MEDICINA,2020-10-06,,WENDY STEELE,F,1991-06-16,5449,,JAMESNOBLE@GMAIL.COM
953,UNIVERSIDAD DE FLORES,LICENCIATURA EN PSICOLOGÍA,2020-10-02,,CRYSTAL MCPHERSON,F,1915-09-17,8322,,MORGANOROZCO@HOTMAIL.COM
954,UNIVERSIDAD DE FLORES,LICENCIATURA EN PRODUCCIÓN DE BIOIMAGENES,2021-01-24,,JOSHUA ZIMMERMAN,M,1983-09-05,7313,,YSHARP@GMAIL.COM
955,UNIVERSIDAD DE FLORES,CIENCIAS VETERINARIAS,2021-01-11,,EVELYN MOORE,F,1962-01-02,3362,,ANNAJOHNSON@GMAIL.COM
956,UNIVERSIDAD DE FLORES,LICENCIATURA EN CIENCIAS AMBIENTALES,2021-01-11,,CARLOS ARNOLD,M,1997-06-23,2508,,GSMITH@HOTMAIL.COM
957,UNIVERSIDAD DE FLORES,LICENCIATURA EN MUSICOTERAPIA,2020-10-25,,ERIK CHANG,M,1937-10-12,7113,,RICHARD24@YAHOO.COM
958,UNIVERSIDAD DE FLORES,LICENCIATURA EN CIENCIAS ANTROPOLÓGICAS,2020-09-06,,DAVID RUSSELL,M,1997-03-29,5446,,DAVID37@HOTMAIL.COM
959,UNIVERSIDAD DE FLORES,LICENCIATURA EN PRODUCCIÓN DE BIOIMAGENES,2020-11-16,,CHRISTINA GROSS,F,1977-05-02,4178,,BMILLER@GMAIL.COM
960,UNIVERSIDAD DE FLORES,LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN ,2020-12-17,,JUSTIN BRYANT,M,2017-02-23,4235,,CDANIELS@HOTMAIL.COM
961,UNIVERSIDAD DE FLORES,LICENCIATURA EN CIENCIA Y TECNOLOGÍA DE ALIMENTOS,2020-09-24,,MARK STANTON,M,1932-05-24,9107,,CHRISTOPHER71@HOTMAIL.COM
962,UNIVERSIDAD DE FLORES,INGENIERÍA ELECTRÓNICA,2020-12-28,,ROBERT PERRY,M,1915-12-09,3040,,JASON83@GMAIL.COM
963,UNIVERSIDAD DE FLORES,FARMACIA,2020-09-29,,JENNIFER SMITH,F,1923-03-20,4522,,HARRISONJASON@HOTMAIL.COM
964,UNIVERSIDAD DE FLORES,LICENCIATURA EN ADMINISTRACIÓN ,2020-12-04,,TARA PAYNE,F,1951-02-14,1613,,ULEWIS@YAHOO.COM
965,UNIVERSIDAD DE FLORES,INGENIERÍA MECÁNICA,2020-09-19,,ZACHARY BRYANT,M,1906-04-25,6062,,JASON91@GMAIL.COM
966,UNIVERSIDAD DE FLORES,BIOQUÍMICA,2020-12-28,,JENNIFER BROWN,F,1994-03-15,2248,,KIARACLARK@HOTMAIL.COM
967,UNIVERSIDAD DE FLORES,LICENCIATURA EN TERAPIA OCUPACIONAL,2020-10-20,,WESLEY ROBERTSON,M,1953-03-07,5401,,HESSPAMELA@HOTMAIL.COM
968,UNIVERSIDAD DE FLORES,ACTUARIO ,2020-11-05,,KATIE PETERSEN,F,1920-06-13,1615,,ALEXANDRAJACKSON@HOTMAIL.COM
969,UNIVERSIDAD DE FLORES,LICENCIATURA EN CIENCIAS AMBIENTALES,2020-11-12,,RICK LANDRY,M,1950-02-21,3474,,JASONFISHER@GMAIL.COM
970,UNIVERSIDAD DE FLORES,LICENCIATURA EN ADMINISTRACIÓN ,2020-12-21,,JANET CURRY,F,1960-03-03,5637,,JHERNANDEZ@HOTMAIL.COM
971,UNIVERSIDAD DE FLORES,LICENCIATURA EN TERAPIA OCUPACIONAL,2020-12-18,,AARON RODRIGUEZ,M,1964-08-30,4503,,JASON42@HOTMAIL.COM
972,UNIVERSIDAD DE FLORES,ACTUARIO ,2020-11-16,,FRANCISCO TAYLOR,M,1996-05-26,3014,,JASON41@GMAIL.COM
973,UNIVERSIDAD DE FLORES,LICENCIATURA EN CIENCIAS DE LA COMPUTACIÓN,2020-11-11,,SHAWN BROWN,M,1942-08-09,5385,,QUINNJENNIFER@HOTMAIL.COM
974,UNIVERSIDAD DE FLORES,LICENCIATURA EN CIENCIAS BIOLÓGICAS,2021-01-25,,JOSHUA REYNOLDS,M,1909-06-06,7214,,USULLIVAN@GMAIL.COM
975,UNIVERSIDAD DE FLORES,LICENCIATURA EN GESTIÓN DE AGROALIMENTOS,2020-11-23,,VICTOR RHODES,M,2012-04-04,2720,,MERCADOSHAWN@HOTMAIL.COM
976,UNIVERSIDAD DE FLORES,LICENCIATURA EN CIENCIA Y TECNOLOGÍA DE ALIMENTOS,2020-10-10,,AMBER BURKE,F,1919-12-21,1739,,SHAWTIMOTHY@YAHOO.COM
977,UNIVERSIDAD DE FLORES,INGENIERÍA MECÁNICA,2020-09-05,,RICHARD KNAPP,M,1915-07-07,6031,,CHRISTOPHERMYERS@HOTMAIL.COM
978,UNIVERSIDAD DE FLORES,LICENCIATURA EN CIENCIAS DE LA COMPUTACIÓN,2020-09-04,,PATRICK ROMERO,M,1981-04-24,8111,,HEIDI06@GMAIL.COM
979,UNIVERSIDAD DE FLORES,LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN ,2020-10-26,,CLAUDIA JENKINS,F,1959-09-24,7169,,CYNTHIACASTILLO@YAHOO.COM
980,UNIVERSIDAD DE FLORES,LICENCIATURA EN TERAPIA OCUPACIONAL,2020-10-26,,HEATHER THOMPSON,F,1927-05-14,2454,,CHRISTOPHER52@YAHOO.COM
981,UNIVERSIDAD DE FLORES,LICENCIATURA EN CIENCIAS GEOLÓGICAS,2020-12-08,,AMANDA SANDOVAL,F,1995-09-20,9030,,GJOHNSON@GMAIL.COM
982,UNIVERSIDAD DE FLORES,LICENCIATURA EN CIENCIAS ANTROPOLÓGICAS,2020-10-16,,MRS. TINA RAY,F,2005-02-13,1881,,ANDREWNIELSEN@GMAIL.COM
983,UNIVERSIDAD DE FLORES,LICENCIATURA EN ADMINISTRACIÓN ,2020-10-04,,JEFFREY COLLINS,M,1959-10-27,8400,,VMCKINNEY@GMAIL.COM
984,UNIVERSIDAD DE FLORES,LICENCIATURA EN KINESIOLOGÍA Y FISIATRÍA,2021-01-02,,BRIAN YOUNG,M,1923-01-01,4146,,HBAILEY@GMAIL.COM
985,UNIVERSIDAD DE FLORES,LICENCIATURA EN TERAPIA OCUPACIONAL,2020-09-10,,JOANNE HOGAN,F,1909-07-18,8103,,ERIKA73@GMAIL.COM
986,UNIVERSIDAD DE FLORES,ACTUARIO ,2021-01-06,,BRIANNA MOORE,F,1993-05-01,3199,,SANDRA41@HOTMAIL.COM
987,UNIVERSIDAD DE FLORES,MEDICINA,2020-12-25,,CRYSTAL OSBORNE,F,1995-05-02,5340,,RANDYANDERSON@YAHOO.COM
988,UNIVERSIDAD DE FLORES,BIOQUÍMICA,2020-11-08,,LINDSEY JIMENEZ,F,1966-04-05,9111,,QMOON@YAHOO.COM
989,UNIVERSIDAD DE FLORES,INGENIERÍA EN INFORMÁTICA,2020-12-19,,ALEXANDRIA BARNETT,F,2002-04-11,1814,,PATRICKSCHULTZ@GMAIL.COM
990,UNIVERSIDAD DE FLORES,LICENCIATURA EN ARTES,2021-01-28,,JENNIFER PATEL,F,2009-02-24,5421,,THOMASBRANDON@HOTMAIL.COM
991,UNIVERSIDAD DE FLORES,INGENIERÍA ELECTRÓNICA,2021-01-12,,STEPHANIE TANNER,F,1947-01-01,8512,,FITZGERALDJOSHUA@YAHOO.COM
992,UNIVERSIDAD DE FLORES,LICENCIATURA EN ARTES,2020-09-24,,RICHARD BENNETT,M,1986-06-11,1986,,NANCYJOHNSON@YAHOO.COM
993,UNIVERSIDAD DE FLORES,LICENCIATURA EN GESTIÓN DE AGROALIMENTOS,2020-10-02,,JAMES THOMAS,M,2000-03-06,2121,,COURTNEY38@GMAIL.COM
994,UNIVERSIDAD DE FLORES,INGENIERÍA ELECTRÓNICA,2021-01-14,,TRACY HILL,F,1935-10-16,1651,,JAMESDUNCAN@HOTMAIL.COM
995,UNIVERSIDAD DE FLORES,CONTADOR PÚBLICO ,2020-09-14,,JAMES MCGUIRE,M,1919-09-26,5743,,CHRISTINE25@YAHOO.COM
996,UNIVERSIDAD DE FLORES,LICENCIATURA EN CIENCIAS GEOLÓGICAS,2020-10-14,,RACHEL COLLINS,F,1982-12-17,2401,,JARED09@HOTMAIL.COM
997,UNIVERSIDAD DE FLORES,TÉCNICO PARA BIOTERIOS ,2020-11-03,,JOSHUA SCHULTZ,M,1996-12-16,6667,,YOUNGKAREN@HOTMAIL.COM
998,UNIVERSIDAD DE FLORES,LICENCIATURA EN PRODUCCIÓN DE BIOIMAGENES,2020-11-06,,MICHAEL JOHNSON,M,1985-05-29,5637,,JOHNWILLIAMS@GMAIL.COM
999,UNIVERSIDAD DE FLORES,LICENCIATURA EN TERAPIA OCUPACIONAL,2020-10-20,,BROOKE SMITH,F,1961-08-19,5531,,LPATTERSON@GMAIL.COM
1000,UNIVERSIDAD DE FLORES,LICENCIATURA EN CIENCIAS BIOLÓGICAS,2020-12-26,,ELIZABETH MORALES,F,1984-08-18,7501,,PAULHARRIS@GMAIL.COM
1001,UNIVERSIDAD DE FLORES,ACTUARIO ,2020-12-27,,BRIAN ROBERTS,M,2004-09-25,6703,,ANGELAMARSHALL@YAHOO.COM
1002,UNIVERSIDAD DE FLORES,DISEÑO DE IMAGEN Y SONIDO,2021-01-04,,KIMBERLY WAGNER,F,1947-05-28,5751,,STHOMAS@HOTMAIL.COM
1003,UNIVERSIDAD DE FLORES,LICENCIATURA EN SOCIOLOGÍA ,2020-12-13,,STEPHANIE MASON,F,1913-01-17,7105,,JOSEPH96@YAHOO.COM
1004,UNIVERSIDAD DE FLORES,LICENCIATURA EN PSICOLOGÍA,2020-10-09,,CHRISTOPHER HATFIELD,M,1957-01-15,3114,,MITCHELLDAMON@HOTMAIL.COM
1005,UNIVERSIDAD DE FLORES,LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN ,2020-10-19,,DAVID WALKER,M,1918-08-07,7212,,BMARTINEZ@YAHOO.COM
1006,UNIVERSIDAD DE FLORES,LICENCIATURA EN TERAPIA OCUPACIONAL,2020-11-23,,HEATHER WATSON,F,1939-12-21,5438,,ZACHARYKRAMER@YAHOO.COM
1007,UNIVERSIDAD DE FLORES,LICENCIATURA EN TERAPIA OCUPACIONAL,2020-10-18,,SCOTT SIMON,M,2015-12-01,5537,,KAREN99@GMAIL.COM
1008,UNIVERSIDAD DE FLORES,AGRONOMÍA,2020-09-11,,MARGARET THOMAS,F,1965-03-15,3151,,MARTINEZJESSICA@YAHOO.COM
1009,UNIVERSIDAD DE FLORES,CONTADOR PÚBLICO ,2020-09-13,,MICHAEL NOBLE,M,2014-01-30,5310,,ROBERTMORGAN@YAHOO.COM
1010,UNIVERSIDAD DE FLORES,LICENCIATURA EN CIENCIAS DE LA COMPUTACIÓN,2020-09-02,,JEFFREY WATKINS,M,1973-10-27,4705,,WALKERMATTHEW@HOTMAIL.COM
1011,UNIVERSIDAD DE FLORES,TÉCNICO PARA BIOTERIOS ,2020-10-23,,CHARLES HESTER,M,1963-06-26,9121,,LCARPENTER@GMAIL.COM
1012,UNIVERSIDAD DE FLORES,CIENCIAS VETERINARIAS,2020-09-16,,SHANNON MYERS,F,1930-11-23,9203,,BELLASHLEY@YAHOO.COM
1013,UNIVERSIDAD DE FLORES,LICENCIATURA EN SOCIOLOGÍA ,2020-10-28,,CODY BARNES,M,1990-06-29,8326,,KRISTINAROJAS@GMAIL.COM
1014,UNIVERSIDAD DE FLORES,BIOQUÍMICA,2021-01-05,,ROBIN GALLOWAY,F,1992-02-28,5544,,NICHOLASLARSON@GMAIL.COM
1015,UNIVERSIDAD DE FLORES,DISEÑO INDUSTRIAL,2021-01-16,,MARK BUCHANAN,M,1940-12-18,3465,,RGORDON@HOTMAIL.COM
1016,UNIVERSIDAD DE FLORES,DISEÑO DE IMAGEN Y SONIDO,2020-12-22,,JASON FOSTER,M,1920-02-04,6073,,LORIRAMIREZ@HOTMAIL.COM
1017,UNIVERSIDAD DE FLORES,CIENCIAS VETERINARIAS,2020-11-19,,MEGAN MALONE,F,1927-01-14,4648,,KWHITE@GMAIL.COM
1018,UNIVERSIDAD DE FLORES,LICENCIATURA EN CIENCIAS BIOLÓGICAS,2020-10-20,,JOAN CARR,F,1944-11-21,7403,,NOVAKAMBER@HOTMAIL.COM
1019,UNIVERSIDAD DE FLORES,LICENCIATURA EN ARTES,2020-10-11,,KIMBERLY ZHANG,F,1965-08-12,6031,,BILLY17@YAHOO.COM
1020,UNIVERSIDAD DE FLORES,LICENCIATURA EN CIENCIAS ANTROPOLÓGICAS,2020-09-25,,TIMOTHY GRIFFIN,M,2018-08-20,4700,,STRICKLANDKENNETH@GMAIL.COM
1021,UNIVERSIDAD DE FLORES,LICENCIATURA EN KINESIOLOGÍA Y FISIATRÍA,2021-01-20,,CINDY MELTON,F,2009-05-06,5873,,JILLIANHARRELL@HOTMAIL.COM
1022,UNIVERSIDAD DE FLORES,INGENIERÍA ELECTRÓNICA,2020-10-09,,ASHLEY KELLER,F,1942-06-26,5609,,PHILIPSOLOMON@YAHOO.COM
1023,UNIVERSIDAD DE FLORES,FARMACIA,2020-10-23,,SETH ROBERTS,M,1922-10-11,5313,,YJENSEN@GMAIL.COM
1024,UNIVERSIDAD DE FLORES,INGENIERÍA EN INFORMÁTICA,2020-09-06,,KRISTEN MILLER,F,1926-12-17,8183,,JILLNORRIS@HOTMAIL.COM
1025,UNIVERSIDAD DE FLORES,LICENCIATURA EN SOCIOLOGÍA ,2020-12-08,,DR. JAMES EDWARDS,M,1973-08-05,2715,,LISABARTLETT@YAHOO.COM
1026,UNIVERSIDAD DE FLORES,LICENCIATURA EN CIENCIA POLÍTICA ,2020-12-20,,CHAD CAMPBELL,M,1955-07-28,7161,,ANDREA73@GMAIL.COM
1027,UNIVERSIDAD DE FLORES,BIOQUÍMICA,2020-11-24,,ROBERT GARCIA,M,1948-08-16,9113,,DYLAN91@HOTMAIL.COM
1028,UNIVERSIDAD DE FLORES,INGENIERÍA MECÁNICA,2020-09-15,,RUSSELL ZIMMERMAN,M,1996-06-18,6469,,KELLYHALL@GMAIL.COM
1029,UNIVERSIDAD DE FLORES,LICENCIATURA EN CIENCIAS BIOLÓGICAS,2020-10-17,,CRAIG LOPEZ,M,1974-03-02,8154,,LAMDAVID@YAHOO.COM
1030,UNIVERSIDAD DE FLORES,INGENIERÍA EN INFORMÁTICA,2020-10-05,,LESLIE LOPEZ,F,1935-02-07,3536,,PHILLIPSHECTOR@HOTMAIL.COM
1031,UNIVERSIDAD DE FLORES,LICENCIATURA EN PRODUCCIÓN DE BIOIMAGENES,2020-12-15,,SCOTT TAYLOR,M,1940-11-24,6216,,HFARMER@GMAIL.COM
1032,UNIVERSIDAD DE FLORES,LICENCIATURA EN CIENCIA POLÍTICA ,2020-11-03,,VALERIE MOONEY DDS,F,1995-09-23,7160,,JENNY85@YAHOO.COM
1033,UNIVERSIDAD DE FLORES,LICENCIATURA EN CIENCIAS ANTROPOLÓGICAS,2020-10-25,,CHRISTY TORRES,F,2015-11-22,3244,,LBUCK@HOTMAIL.COM
1034,UNIVERSIDAD DE FLORES,ACTUARIO ,2020-12-20,,MRS. LISA MARTINEZ DVM,F,1971-01-28,5425,,LANEBRANDY@GMAIL.COM
1035,UNIVERSIDAD DE FLORES,TÉCNICO PARA BIOTERIOS ,2020-12-08,,BRANDY ARNOLD,F,2017-06-14,9020,,STEVEJACOBS@HOTMAIL.COM
1036,UNIVERSIDAD DE FLORES,AGRONOMÍA,2020-11-27,,KEVIN ARNOLD,M,1972-08-31,2126,,CCHAVEZ@HOTMAIL.COM
1037,UNIVERSIDAD DE FLORES,LICENCIATURA EN GESTIÓN DE AGROALIMENTOS,2020-10-07,,DAWN HINTON,F,1961-03-18,9050,,KPETERSON@HOTMAIL.COM
1038,UNIVERSIDAD DE FLORES,AGRONOMÍA,2020-11-12,,CAROL JACKSON,F,1917-03-05,6385,,CHRISTOPHERREYES@YAHOO.COM
1039,UNIVERSIDAD DE FLORES,LICENCIATURA EN CIENCIA Y TECNOLOGÍA DE ALIMENTOS,2020-09-02,,SEAN GRAY,M,1979-10-24,2609,,CASTROMEGAN@GMAIL.COM
1040,UNIVERSIDAD DE FLORES,LICENCIATURA EN KINESIOLOGÍA Y FISIATRÍA,2020-11-25,,BENJAMIN KING,M,2004-06-11,9015,,JEFFREYTHOMPSON@GMAIL.COM
1041,UNIVERSIDAD DE FLORES,ARQUITECTURA,2020-09-17,,CATHERINE HALL,F,1999-10-14,7305,,CARTERSARAH@GMAIL.COM
1042,UNIVERSIDAD DE FLORES,LICENCIATURA EN CIENCIAS ANTROPOLÓGICAS,2020-09-19,,DEBORAH HERNANDEZ,F,1983-06-19,5475,,CHRISTOPHER26@HOTMAIL.COM
1043,UNIVERSIDAD DE FLORES,DISEÑO DE IMAGEN Y SONIDO,2020-11-01,,AMBER MORGAN,F,1922-09-26,4751,,HERNANDEZJANET@GMAIL.COM
1044,UNIVERSIDAD DE FLORES,LICENCIATURA EN CIENCIA POLÍTICA ,2021-01-18,,JAMES JOHNSON,M,1950-01-21,4653,,MILLSARTHUR@HOTMAIL.COM
1045,UNIVERSIDAD DE FLORES,LICENCIATURA EN CIENCIAS BIOLÓGICAS,2020-12-01,,KRISTA ANDERSON,F,1970-05-12,7407,,DKING@GMAIL.COM
1046,UNIVERSIDAD DE FLORES,LICENCIATURA EN CIENCIA POLÍTICA ,2021-01-26,,RENEE TORRES,F,1979-06-22,2222,,BMADDOX@GMAIL.COM
1047,UNIVERSIDAD DE FLORES,LICENCIATURA EN SOCIOLOGÍA ,2020-10-15,,ADAM MORGAN,M,1927-12-03,5579,,STEWARTCOLE@HOTMAIL.COM
1048,UNIVERSIDAD DE FLORES,LICENCIATURA EN ADMINISTRACIÓN ,2021-01-24,,ELIZABETH KELLEY,F,2003-11-20,1731,,HEIDIJONES@YAHOO.COM
1049,UNIVERSIDAD DE FLORES,LICENCIATURA EN CIENCIAS AMBIENTALES,2020-12-25,,GEORGE RICHARDSON,M,1924-04-12,2703,,TAYLORABBOTT@YAHOO.COM
1050,UNIVERSIDAD DE FLORES,FARMACIA,2020-11-16,,MICHELLE THOMAS,F,1994-07-24,1907,,BRIAN68@GMAIL.COM
1051,UNIVERSIDAD DE FLORES,DISEÑO DE IMAGEN Y SONIDO,2020-10-13,,SABRINA FOWLER,F,1997-06-15,9030,,PATRICIAHAMMOND@YAHOO.COM
1052,UNIVERSIDAD DE FLORES,LICENCIATURA EN SOCIOLOGÍA ,2020-09-22,,VINCENT PIERCE,M,1944-05-10,6239,,XLEE@GMAIL.COM
1053,UNIVERSIDAD DE FLORES,LICENCIATURA EN RELACIONES DEL TRABAJO ,2020-10-02,,LORI BENNETT,F,2003-05-24,5751,,GJACKSON@HOTMAIL.COM
1054,UNIVERSIDAD DE FLORES,LICENCIATURA EN CIENCIA POLÍTICA ,2021-01-18,,RYAN PACHECO,M,1910-10-13,4516,,ERICROBERTS@YAHOO.COM
1055,UNIVERSIDAD DE FLORES,INGENIERÍA ELECTRÓNICA,2021-01-08,,WILLIAM MOON,M,1955-11-05,1611,,STACY09@GMAIL.COM
1056,UNIVERSIDAD DE FLORES,INGENIERÍA ELECTRÓNICA,2020-11-14,,RICHARD JOHNSON,M,1922-04-22,2630,,HALLKRISTIN@YAHOO.COM
1057,UNIVERSIDAD DE FLORES,LICENCIATURA EN PRODUCCIÓN DE BIOIMAGENES,2021-01-21,,MARGARET MOORE,F,1990-07-31,5771,,NPRICE@GMAIL.COM
1058,UNIVERSIDAD DE FLORES,LICENCIATURA EN RELACIONES DEL TRABAJO ,2020-10-06,,THOMAS MARTIN,M,1929-01-04,6360,,JORDAN63@GMAIL.COM
1059,UNIVERSIDAD DE FLORES,LICENCIATURA EN ARTES,2020-11-04,,LUIS JOHNSON,M,1985-06-27,2930,,CVAZQUEZ@YAHOO.COM
1060,UNIVERSIDAD DE FLORES,LICENCIATURA EN PRODUCCIÓN DE BIOIMAGENES,2021-01-27,,LOGAN JOHNSON,M,1938-02-04,1828,,KENNETH27@YAHOO.COM
1061,UNIVERSIDAD DE FLORES,LICENCIATURA EN MUSICOTERAPIA,2020-12-06,,JENNIFER DECKER,F,1979-12-30,1872,,SHELIA67@HOTMAIL.COM
1062,UNIVERSIDAD DE FLORES,CIENCIAS VETERINARIAS,2020-09-21,,THOMAS RICHMOND,M,1967-08-28,8364,,JORDANDEREK@GMAIL.COM
1063,UNIVERSIDAD DE FLORES,LICENCIATURA EN CIENCIAS ANTROPOLÓGICAS,2020-12-27,,MEGAN PRICE,F,1984-12-04,4163,,CHARLESPHILLIPS@GMAIL.COM
1064,UNIVERSIDAD DE FLORES,CONTADOR PÚBLICO ,2020-10-04,,JENNIFER JOHNSON,F,1947-12-31,6443,,EWHEELER@YAHOO.COM
1065,UNIVERSIDAD DE FLORES,LICENCIATURA EN CIENCIAS AMBIENTALES,2021-01-18,,LAUREN MURPHY,F,1929-08-29,3136,,PERRYBARRY@YAHOO.COM
1066,UNIVERSIDAD DE FLORES,LICENCIATURA EN MUSICOTERAPIA,2020-10-28,,JAIME MATTHEWS,M,1915-11-24,6746,,ULAWRENCE@YAHOO.COM
1067,UNIVERSIDAD DE FLORES,INGENIERÍA EN INFORMÁTICA,2020-12-17,,MICHAEL BARNES,M,1983-03-16,6634,,FMACK@GMAIL.COM
1068,UNIVERSIDAD DE FLORES,CONTADOR PÚBLICO ,2020-12-20,,JOSE ALLEN,M,1907-06-09,1907,,ERICWOOD@YAHOO.COM
1069,UNIVERSIDAD DE FLORES,LICENCIATURA EN CIENCIAS DE LA COMPUTACIÓN,2020-11-26,,ERIN HUNTER,F,1994-07-27,5633,,QCHANG@YAHOO.COM
1070,UNIVERSIDAD DE FLORES,ACTUARIO ,2020-10-23,,MALLORY BUTLER,F,1920-12-25,3183,,GABRIELA37@HOTMAIL.COM
1071,UNIVERSIDAD DE FLORES,LICENCIATURA EN CIENCIAS BIOLÓGICAS,2020-11-26,,AMANDA MURRAY,F,1915-11-16,3476,,JAMES44@GMAIL.COM
1072,UNIVERSIDAD DE FLORES,LICENCIATURA EN CIENCIAS ANTROPOLÓGICAS,2021-01-02,,RONALD LAMB,M,1950-01-12,5380,,SHERI81@YAHOO.COM
1073,UNIVERSIDAD DE FLORES,LICENCIATURA EN CIENCIAS GEOLÓGICAS,2020-10-17,,JENNIFER TRAN,F,1911-01-14,2447,,VICKIFITZGERALD@YAHOO.COM
1074,UNIVERSIDAD DE FLORES,CIENCIAS VETERINARIAS,2020-12-16,,LORI MCINTOSH,F,2014-10-17,9421,,GILMOREROBYN@GMAIL.COM
1075,UNIVERSIDAD DE FLORES,AGRONOMÍA,2020-11-25,,SHEENA ROCHA,F,1971-02-01,3218,,AMANDAREYES@YAHOO.COM
1076,UNIVERSIDAD DE FLORES,INGENIERÍA EN INFORMÁTICA,2020-09-10,,ANDREA BELTRAN,F,1916-03-11,6516,,PEARSONCHELSEA@GMAIL.COM
1077,UNIVERSIDAD DE FLORES,LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN ,2020-12-15,,KIMBERLY WEBB,F,1911-03-25,3036,,SSAUNDERS@GMAIL.COM
1078,UNIVERSIDAD DE FLORES,ARQUITECTURA,2020-10-27,,RACHEL MILLER,F,1985-03-10,9011,,BALLKATHRYN@GMAIL.COM
1079,UNIVERSIDAD DE FLORES,LICENCIATURA EN GESTIÓN DE AGROALIMENTOS,2020-09-19,,CRAIG CLARK,M,1975-10-05,2531,,EVANSANN@HOTMAIL.COM
1080,UNIVERSIDAD DE FLORES,MEDICINA,2020-12-15,,NATALIE KIM,F,1975-09-20,2900,,SUSAN26@YAHOO.COM
1081,UNIVERSIDAD DE FLORES,LICENCIATURA EN GESTIÓN DE AGROALIMENTOS,2020-12-11,,DANIELLE MCCULLOUGH,F,1998-08-10,3563,,HAVERY@YAHOO.COM
1082,UNIVERSIDAD DE FLORES,LICENCIATURA EN CIENCIA Y TECNOLOGÍA DE ALIMENTOS,2020-10-03,,KEVIN CASTRO,M,1963-03-03,3466,,WMATA@GMAIL.COM
1083,UNIVERSIDAD DE FLORES,MEDICINA,2020-11-26,,LARRY BREWER,M,1947-02-25,6223,,DGONZALEZ@YAHOO.COM
1084,UNIVERSIDAD DE FLORES,MEDICINA,2020-12-16,,DENISE RUBIO,F,2002-02-16,5311,,DAVID76@HOTMAIL.COM
1085,UNIVERSIDAD DE FLORES,LICENCIATURA EN PRODUCCIÓN DE BIOIMAGENES,2021-01-10,,WALTER CARPENTER,M,1999-09-15,3703,,PARSONSJOSE@YAHOO.COM
1086,UNIVERSIDAD DE FLORES,INGENIERÍA MECÁNICA,2020-10-22,,RHONDA DRAKE,F,1930-04-10,3483,,ANGELICA28@GMAIL.COM
1087,UNIVERSIDAD DE FLORES,LICENCIATURA EN CIENCIAS ANTROPOLÓGICAS,2020-11-06,,MEGHAN GARCIA,F,1968-12-20,3300,,JANET30@HOTMAIL.COM
1088,UNIVERSIDAD DE FLORES,AGRONOMÍA,2020-12-04,,MICHAEL JOHNSON,M,1987-04-24,1814,,EMILLER@YAHOO.COM
1089,UNIVERSIDAD DE FLORES,LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN ,2020-09-30,,NANCY WILLIS DVM,F,2018-05-15,8134,,QMORALES@YAHOO.COM
